sku,ean,sku_manufacturer,brand,mm_category,title,description,image_1,image_2,image_3,image_4,image_5,product_price_vat_inc,min_quantity,increment,quantity,use_grid,carrier_grid_1,shipping_time_carrier_grid_1,width,width_unit,height,height_unit,length,length_unit,weight,weight_unit,volume,DisplayWeight,parent_sku,parent_title
S71000912,3660211044520,S71000912,Autres,20763,Guide di metallo Avidsen 104452,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Guide di metallo Avidsen 104452</b> al miglior prezzo.<br><br><ul><li>Colore: Nero</li><li>Materiale: Composite</li></ul>",https://cdnbigbuy.com/images/3660211044520_S71000912_P00.jpg,https://cdnbigbuy.com/images/3660211044520_S71000912_P30.jpg,https://cdnbigbuy.com/images/3660211044520R50.jpg,https://cdnbigbuy.com/images/3660211044520_R10.jpg,https://cdnbigbuy.com/images/3660211044520R20.jpg,68.06,1,1,2,1,Generale,5#7,11.0,cm,8.0,cm,53.0,cm,0.54,kg,4664.0,0.54,S71000912,Guide di metallo Avidsen 104452
S71000909,3345111270414,S71000909,Autres,20763,Modulo di controllo Avidsen 127041,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Modulo di controllo Avidsen 127041</b> al miglior prezzo.<br><br><ul><li>Connettività: Wi-Fi</li><li>Tipo: Modulo di controllo</li><li>Colore: Bianco</li><li>Materiale: PVC</li></ul>",https://cdnbigbuy.com/images/3345111270414_S71000909_P00.jpg,https://cdnbigbuy.com/images/3345111270414_R00.jpg,https://cdnbigbuy.com/images/3345111270414_S71000909_P30.jpg,https://cdnbigbuy.com/images/3345111270414_S71000909_P40.jpg,https://cdnbigbuy.com/images/3345111270414_S71000909_P50.jpg,99.83,1,1,1,1,Generale,5#7,15.0,cm,12.0,cm,6.0,cm,0.25,kg,1080.0,0.25,S71000909,Modulo di controllo Avidsen 127041
S71000292,3660211143599,S71000292,Autres,20763,Fotocellula Avidsen 114359,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Fotocellula Avidsen 114359</b> al miglior prezzo.<br><br><ul><li>Colore: Nero</li><li>Peso circa: 140 g</li></ul>",https://cdnbigbuy.com/images/3660211143599_S71000292_P20.jpg,https://cdnbigbuy.com/images/3660211143599_S71000292_P50.jpg,https://cdnbigbuy.com/images/3660211143599_S71000292_P00.jpg,https://cdnbigbuy.com/images/3660211143599_S71000292_P10.jpg,https://cdnbigbuy.com/images/3660211143599_S71000292_P30.jpg,77.67,1,1,5,1,Generale,5#7,14.0,cm,8.0,cm,8.0,cm,0.16,kg,896.0,0.16,S71000292,Fotocellula Avidsen 114359
S71014203,5411478549703,S71014203,Autres,20763,Kit interruttore tapparella Dio Connected Home DIO CONNECTED HOME,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Kit interruttore tapparella Dio Connected Home DIO CONNECTED HOME</b> al miglior prezzo.<br><br><ul><li>Include: Modulo tapparella</li><li>Tipo: Kit interruttore tapparella</li><li>Dimensioni appross.: 16 x 13 x 22 cm</li></ul>",https://cdnbigbuy.com/images/5411478549703_S71014203_P00.jpg,,,,,80.98,1,1,1,1,Generale,5#7,16.0,cm,13.0,cm,22.0,cm,0.26,kg,4576.0,0.26,S71014203,Kit interruttore tapparella Dio Connected Home DIO CONNECTED HOME
S71014452,5411478549789,S71014452,Autres,20763,Kit interruttore tapparella Dio Connected Home DIO CONNECTED HOME,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Kit interruttore tapparella Dio Connected Home DIO CONNECTED HOME</b> al miglior prezzo.<br><br><ul><li>Unità: 3 Unità</li><li>Tipo: Kit interruttore tapparella</li><li>Dimensioni appross.: 11 x 8 x 15 cm</li></ul>",https://cdnbigbuy.com/images/5411478549789_S71014452_P00.jpg,,,,,123.53,1,1,1,1,Generale,5#7,11.0,cm,8.0,cm,15.0,cm,0.22,kg,1320.0,0.22,S71014452,Kit interruttore tapparella Dio Connected Home DIO CONNECTED HOME
S71014204,5411478549796,S71014204,Autres,20763,Kit interruttore tapparella Dio Connected Home DIO CONNECTED HOME,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Kit interruttore tapparella Dio Connected Home DIO CONNECTED HOME</b> al miglior prezzo.<br><br><ul><li>Connettività: Bluetooth</li><li>Unità: 3 Unità</li><li>Tipo: Kit interruttore tapparella</li><li>Dimensioni appross.: 16 x 13 x 22 cm</li></ul>",https://cdnbigbuy.com/images/5411478549796_S71014204_P00.jpg,,,,,123.32,1,1,1,1,Generale,5#7,16.0,cm,13.0,cm,22.0,cm,0.3,kg,4576.0,0.3,S71014204,Kit interruttore tapparella Dio Connected Home DIO CONNECTED HOME
S71015662,4031909025876,S71015662,Autres,20763,Avvolgitore elettrico per tapparella Home Pilot,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Avvolgitore elettrico per tapparella Home Pilot</b> al miglior prezzo.<br><br><ul><li>Tipo: Avvolgitore elettrico per tapparella</li><li>Forza: 30 kg</li><li>Dimensioni appross.: 24 x 8 x 19 cm</li></ul>",https://cdnbigbuy.com/images/4031909025876_S71015662_P00.jpg,https://cdnbigbuy.com/images/4031909025876_S71015662_P10.jpg,https://cdnbigbuy.com/images/4031909025876_S71015662_P20.jpg,https://cdnbigbuy.com/images/4031909025876_S71015662_P30.jpg,,232.96,1,1,5,1,Generale,5#7,24.0,cm,8.0,cm,19.0,cm,1.06,kg,3648.0,1.06,S71015662,Avvolgitore elettrico per tapparella Home Pilot
S0469739,8421152112564,S0469739,Autres,20763,Lavello a Una Vasca Teka Acciaio,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Lavello a Una Vasca Teka Acciaio</b>!<br><br><ul><li>Materiale: <ul><li>Acciaio inossidabile</li><li>Acciaio</li></ul></li><li>Forma: Rettangolare</li><li>Colore: Acciaio</li><li>Tipo di Installazione: Sottopiano</li><li>Alto: 19 cm</li></ul><br><br>Informazioni importanti: Rubinetto Non Incluso.",https://cdnbigbuy.com/images/8421152112564_R00.jpg,https://cdnbigbuy.com/images/8421152112564_R10.jpg,https://cdnbigbuy.com/images/8421152112564_R20.jpg,,,53.95,1,1,50,1,Generale,5#7,57.2,cm,38.7,cm,40.4,cm,7.98,kg,89431.06,7.98,S0469739,Lavello a Una Vasca Teka Acciaio
S0470180,8435568401907,S0470180,Autres,20763,Radiatore di mica Orbegozo RMB 1510,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Radiatore di mica Orbegozo RMB 1510</b>!<br><br><p>Il <b>RMB 1510</b> di Orbegozo è un <b>radiatore a mica</b> progettato per offrire una soluzione di riscaldamento efficiente e rapida in case e uffici. Questo modello, disponibile in <b>bianco e nero</b>, unisce un design moderno a una tecnologia a radiazione che garantisce una distribuzione uniforme del calore, permettendo di riscaldare ambienti di medie dimensioni in poco tempo. La sua <b>potenza di 1500 W</b> assicura alte prestazioni, ideale per affrontare i giorni più freddi senza elevati consumi energetici. Dispone di un sistema <b>regolabile di temperatura</b>, che offre flessibilità e controllo all’utente per impostare il livello di calore in base alle esigenze di ogni spazio. La <b>spina EU</b> garantisce compatibilità con la maggior parte degli standard elettrici europei, rendendo l’installazione semplice e immediata. Spicca la <b>protezione contro il surriscaldamento</b>, un meccanismo di sicurezza essenziale che spegne automaticamente l’apparecchio in caso di temperatura eccessiva, offrendo tranquillità durante l’uso prolungato. Grazie alla tecnologia a mica, questo radiatore raggiunge la temperatura ottimale in pochi minuti, diffondendo un calore delicato, costante e senza seccare l’aria, risultando una soluzione versatile per diversi contesti e tipologie di utenti. La gamma Orbegozo è ampiamente riconosciuta per affidabilità e facilità d’uso, posizionando il RMB 1510 come una scelta pratica e affidabile per chi desidera migliorare il comfort termico con un riscaldamento portatile, silenzioso e sicuro.</p><br><br><ul><li>Colore: <ul><li>Bianco</li><li>Nero</li></ul></li><li>Termostato: Regolabile</li><li>Tipo di presa: Spina EU</li><li>Caratteristiche: Protezione contro il surriscaldamento</li><li>Prodotto plug-in: Sì</li><li>Dimensioni appross.: 64 x 16 x 29,5 cm</li><li>Materiale: Plastica</li><li>Potenza: <ul><li>1500 W</li><li>50 W</li></ul></li><li>Fonte di Alimentazione: Cavo elettrico</li><li>Tipo di batteria: Litio Ion</li><li>Tipo di Installazione: Terreno</li></ul>",https://cdnbigbuy.com/images/8435568401907_R00.jpg,https://cdnbigbuy.com/images/8435568401907_S7830524_P40.jpg,https://cdnbigbuy.com/images/8435568401907_S7830524_P00.jpg,https://cdnbigbuy.com/images/8435568401907_R10.jpg,https://cdnbigbuy.com/images/8435568401907_S5626089_P10.jpg,90.16,1,1,5,1,Generale,5#7,53.6,cm,19.8,cm,54.4,cm,4.1,kg,57733.63,4.1,S0470180,Radiatore di mica Orbegozo RMB 1510
S0469738,8421152126684,S0469738,Autres,20763,Lavello a Una Vasca Teka Acciaio 58 x 49 cm,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Lavello a Una Vasca Teka Acciaio 58 x 49 cm</b>!<br><br><ul><li>Materiale: Acciaio inossidabile</li><li>Colore: Acciaio</li><li>Misure d'incasso approssimative: 58 x 49 cm</li><li>Tipo di Installazione: Sottopiano</li><li>Alto: 19 cm</li></ul><br><br>Informazioni importanti: Rubinetto Non Incluso.",https://cdnbigbuy.com/images/8421152126684_S0469738_P00.jpg,,,,,74.25,1,1,10,1,Generale,5#7,57.2,cm,38.7,cm,40.4,cm,7.98,kg,89431.06,7.98,S0469738,Lavello a Una Vasca Teka Acciaio 58 x 49 cm
S55316468,0840414640146,S55316468,Autres,20763,Videocamera di Sorveglianza Blink Home Security B0F39Z299V,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Videocamera di Sorveglianza Blink Home Security B0F39Z299V</b> al miglior prezzo.<br><br><ul><li>Tipo: <ul><li>Videocamera</li><li>Secchio</li><li>Senza Fili</li><li>Videocamera di sicurezza IP</li><li>Scrivania</li></ul></li><li>Larghezza: 51 mm</li><li>Include: Cavo USB</li><li>Caratteristiche: <ul><li>Altoparlanti integrati</li><li>Microfono integrato</li><li>Plug and play</li><li>Indicatore LED di funzionamento</li></ul></li><li>Connessioni: USB</li><li>Relazione di aspetto: 16:9</li><li>Connettività: <ul><li>Wi-Fi</li><li>Wi-Fi 6 GHz</li></ul></li><li>Classificazione IP: IP65</li><li>Funzioni: Visione notturna</li><li>Tecnologia: <ul><li>Senza Fili</li><li>2-Way CrossFireX</li></ul></li><li>Ethernet: No</li><li>Non Include: <ul><li>Adattatore AC</li><li>Bluetooth</li></ul></li></ul>",https://cdnbigbuy.com/images/0840414640146_S55316468_P00.jpg,https://cdnbigbuy.com/images/0840414640146_R30.jpg,https://cdnbigbuy.com/images/0840414640146_I00.jpg,https://cdnbigbuy.com/images/0840414640146_R40.jpg,https://cdnbigbuy.com/images/0840414640146_R00.jpg,81.9,1,1,50,1,Generale,5#7,15.6,cm,15.4,cm,17.7,cm,0.71,kg,4252.25,0.71,S55316468,Videocamera di Sorveglianza Blink Home Security B0F39Z299V
S0467325,0818279010312,S0467325,Autres,20763,Videocamera di Sorveglianza GoPro DK00150060,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Videocamera di Sorveglianza GoPro DK00150060</b> al miglior prezzo.<br><br><ul><li>Tipo: Videocamera</li><li>Colore: Nero</li><li>Materiale: Plastica</li><li>Compatibile: GoPro Hero</li></ul>",https://cdnbigbuy.com/images/0818279010312_S0467325_P00.jpg,https://cdnbigbuy.com/images/0818279010312_R30.jpg,https://cdnbigbuy.com/images/0818279010312_I00.jpg,https://cdnbigbuy.com/images/0818279010312_R40.jpg,https://cdnbigbuy.com/images/0818279010312_R00.jpg,27.83,1,1,21,1,Generale,5#7,15.6,cm,15.4,cm,17.7,cm,0.71,kg,4252.25,0.71,S0467325,Videocamera di Sorveglianza GoPro DK00150060
S71002575,4004646234795,S71002575,Autres,20763,Carriola Meister 8985710 Nero,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Carriola Meister 8985710 Nero</b> al miglior prezzo.<br><br><ul><li>Colore: Nero</li><li>Materiale: Alluminio</li><li>Caratteristiche: Regolabile</li><li>Ruote: 2 ruote</li></ul>",https://cdnbigbuy.com/images/4004646234795_S71002575_P00.jpg,https://cdnbigbuy.com/images/4004646234795_R10.jpg,https://cdnbigbuy.com/images/4004646234795R20.jpg,https://cdnbigbuy.com/images/4004646234795_R20.jpg,https://cdnbigbuy.com/images/4004646234795_S71002575_P30.jpg,222.8,1,1,10,1,Generale,5#7,40.3,cm,32.0,cm,43.0,cm,11.5,kg,55452.8,11.5,S71002575,Carriola Meister 8985710 Nero
S7151343,8711465519519,S7151343,Autres,20763,Pompa acqua Ubbink,Il divertimento estivo è assicurato con queste proposte che piaceranno sia ai più piccoli che ai grandi! Compra <b>Pompa acqua Ubbink</b> e goditi il tuo tempo libero!<br><br><ul><li>Colore: Nero</li><li>Materiale: Plastica</li></ul>,https://cdnbigbuy.com/images/8711465519519_S7151343_P00.jpg,https://cdnbigbuy.com/images/8711465519519R20.jpg,https://cdnbigbuy.com/images/8711465519519_S7151343_P10.jpg,https://cdnbigbuy.com/images/8711465519519_S7151343_P20.jpg,https://cdnbigbuy.com/images/8711465519519R00.jpg,98.62,1,1,2,1,Generale,5#7,16.0,cm,18.0,cm,27.0,cm,2.5,kg,7776.0,2.5,S7151343,Pompa acqua Ubbink
S7104161,8711465513609,S7104161,Autres,20763,Pompa acqua Ubbink,Il divertimento estivo è assicurato con queste proposte che piaceranno sia ai più piccoli che ai grandi! Compra <b>Pompa acqua Ubbink</b> e goditi il tuo tempo libero!<br><br><ul><li>Colore: Nero</li><li>Materiale: Plastica</li></ul>,https://cdnbigbuy.com/images/8711465513609_S7104161_P00.jpg,,,,,61.25,1,1,1,1,Generale,5#7,6.0,cm,13.0,cm,12.0,cm,0.25,kg,936.0,0.25,S7104161,Pompa acqua Ubbink
S7104123,8711465513111,S7104123,Autres,20763,Pompa acqua Ubbink,Il divertimento estivo è assicurato con queste proposte che piaceranno sia ai più piccoli che ai grandi! Compra <b>Pompa acqua Ubbink</b> e goditi il tuo tempo libero!<br><br><ul><li>Colore: Nero</li><li>Dimensioni appross.: 26 x 25 x 25 cm</li><li>Materiale: Plastica</li></ul>,https://cdnbigbuy.com/images/8711465513111_S7104123_P00.jpg,https://cdnbigbuy.com/images/8711465513111_S7104123_P40.jpg,https://cdnbigbuy.com/images/8711465513111_R00.jpg,https://cdnbigbuy.com/images/8711465513111_S7104123_P10.jpg,https://cdnbigbuy.com/images/8711465513111_R10.jpg,156.78,1,1,2,1,Generale,5#7,26.0,cm,25.0,cm,25.0,cm,2.65,kg,16250.0,2.65,S7104123,Pompa acqua Ubbink
