sku,ean,sku_manufacturer,brand,mm_category,title,description,image_1,image_2,image_3,image_4,image_5,product_price_vat_inc,min_quantity,increment,quantity,use_grid,carrier_grid_1,shipping_time_carrier_grid_1,width,width_unit,height,height_unit,length,length_unit,weight,weight_unit,volume,DisplayWeight,Parent_SKU,parent_title
S2240975,4899888821984,S2240975,Autres,20204,"Tagliere Quttin Marrone 27 x 15 x 0,8 cm (24 Unità)","Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Tagliere Quttin Marrone 27 x 15 x 0,8 cm (24 Unità)</b>!<br><br><ul><li>Colore: Marrone</li><li>Tipo: Tagliere</li><li>Materiale: Bambù</li><li>Unità: 24 Unità</li><li>Dimensioni appross.: 27 x 15 x 0,8 cm</li></ul>",https://cdnbigbuy.com/images/s2240975_p1_icon0.jpg,https://cdnbigbuy.com/images/S2240975_P30.jpg,https://cdnbigbuy.com/images/S2240975_P20.jpg,https://cdnbigbuy.com/images/S2240975_P10.jpg,https://cdnbigbuy.com/images/S2240975_P00.jpg,37.4,1,1,50,1,Generale,5#7,28.6,cm,12.8,cm,32.8,cm,5.89,kg,12007.42,5.89,1249811,"Tagliere Quttin Marrone 27 x 15 x 0,8 cm (24 Unità)"
S05127305,0729238217782,S05127305,Autres,20204,Set da Trucco Shiseido SYNCHRO SKIN,<p><b>Set da Trucco Shiseido SYNCHRO SKIN</b> &egrave; ci&ograve; che ti serve per esaltare al massimo il tuo fascino! Prova la qualit&agrave; dei <b>prodotti</b>&nbsp;<b>Shiseido&nbsp;</b><b>100% originali</b> e lascia che i migliori professionisti valorizzino la tua bellezza.</p>'<br><br><ul><li>Colore: Nº 350</li><li>Caratteristiche: Resistente all'acqua</li><li>Genere: Unisex</li><li>Ingredienti: <ul><li>Polyquaternium-51</li><li>Silica</li><li>Sodium citrate</li><li>Sorbitan sesquiisostearate</li><li>Stearic acid</li><li>Titanium dioxide</li><li>Tocopherol</li><li>Trimethylsiloxysilicate</li><li>Aluminum hydroxide</li><li>Bht</li><li>Butylene glycol</li><li>Citric acid</li><li>Dimethicone</li><li>Dimethicone crosspolymer</li><li>Dimethicone/vinyl dimethicone crosspolymer</li><li>Diphenylsiloxy phenyl trimethicone</li><li>Disteardimonium hectorite</li><li>Ethylhexyl methoxycinnamate</li><li>Isododecane</li><li>Isopropyl myristate</li><li>Isostearic acid</li><li>Magnesium stearate</li><li>Peg-10 dimethicone</li><li>Peg/ppg-19/19 dimethicone</li><li>Phenoxyethanol</li><li>Glycerin</li><li>Bis-Butyldimethicone Polyglyceryl-3</li></ul></li><li>Capacità: 30 ml</li></ul>,https://cdnbigbuy.com/images/0729238217782_S05127305_P00.jpg,,,,,42.32,1,1,10,1,Generale,5#7,3.5,cm,12.0,cm,3.5,cm,0.15,kg,147.0,0.15,1250575,Set da Trucco Shiseido SYNCHRO SKIN
M0806946,6932169343909,M0806946,Autres,20204,Auricolari Wireless con Custodia di Ricarica Oppo Enco X3i Azzurro,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Auricolari Wireless con Custodia di Ricarica Oppo Enco X3i Azzurro</b>!<br><br><ul><li>Caratteristiche: <ul><li>Senza Fili</li><li>Senza fili</li><li>Microfono incorporato</li><li>Custodia</li><li>Riduzione del rumore</li><li>Microfono integrato</li><li>Telecomando Touch</li></ul></li><li>Tipo: <ul><li>Auricolari</li><li>Auricolari con Microfono</li><li>Intrauricolari</li><li>Auricolari in-ear</li></ul></li><li>Materiale: <ul><li>Silicone</li><li>Plastica</li></ul></li><li>Fonte di Alimentazione: Batteria</li><li>Connessione USB: No</li><li>Colore: <ul><li>Azzurro</li><li>Turchese</li></ul></li><li>Connessioni: USB-C</li><li>Connettività: <ul><li>Bluetooth</li><li>Senza Fili</li><li>Bluetooth 5.3</li></ul></li><li>Tipo di cuffie: Interno intrauricolari</li><li>Classificazione IP: IP55</li><li>Gamma: 10 m</li><li>Compatibile: <ul><li>Android, iOS</li><li>OPPO</li></ul></li><li>Intensità del suono: 110 dB</li><li>Tecnologia: True Wireless Stereo (TWS)</li><li>Tipo di controllo: Touch Screen</li><li>Batteria: Sì</li><li>Età consigliata: Adulti</li><li>Auricolari: Binaural</li><li>Uso consigliato: Chiamate e musica</li><li>Tipo di batteria: Litio Ion</li><li>Intervallo di circa: 10 h</li></ul>",https://cdnbigbuy.com/images/6932169343909_I00.jpg,https://cdnbigbuy.com/images/6932169343909_R50.jpg,https://cdnbigbuy.com/images/6932169343909_R10.jpg,https://cdnbigbuy.com/images/6932169343909_M0806946_P30.jpg,https://cdnbigbuy.com/images/6932169343909_R60.jpg,126.5,1,1,10,1,Generale,5#7,10.0,cm,12.0,cm,19.0,cm,1.8,kg,2280.0,1.8,1251610,Auricolari Wireless con Custodia di Ricarica Oppo Enco X3i Azzurro
S64194049,5400974003338,S64194049,Autres,20204,Casco da Ciclismo per Adulti Lazer BLC22278900BF Nero 52-56 cm,Mettiti in forma e scopri le ultime novità del settore per fare sport con le migliori garanzie! Compra <b>Casco da Ciclismo per Adulti Lazer BLC22278900BF Nero 52-56 cm</b> al miglior prezzo e goditi una vita salutare!<br><br><ul><li>Tipo: Casco</li><li>Colore: <ul><li>Nero</li><li>Giallo</li></ul></li><li>Genere: Unisex</li><li>Età consigliata: Adulti</li><li>Taglia: 52-56 cm</li></ul>,https://cdnbigbuy.com/images/5400974003338_S64194049_P00.jpg,https://cdnbigbuy.com/images/5400974003338_S64194049_P50.jpg,https://cdnbigbuy.com/images/5400974003338_S64194049_P60.jpg,https://cdnbigbuy.com/images/5400974003338_S64194049_P20.jpg,https://cdnbigbuy.com/images/5400974003338_S64194049_P70.jpg,251.64,1,1,2,1,Generale,5#7,25.0,cm,21.2,cm,26.8,cm,0.64,kg,14204.0,0.64,1236902,Casco da Ciclismo per Adulti Lazer BLC22278900BF Nero 52-56 cm
M0609462,4011905674384,M0609462,Autres,20204,Imbracatura per Cani Trixie Premium FlexMesh XS/S,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Imbracatura per Cani Trixie Premium FlexMesh XS/S</b>!<br><br><ul><li>Animale Domestico: Cane</li><li>Tipo: Imbracatura per Cani</li><li>Caratteristiche: <ul><li>Resistente all'acqua</li><li>Regolabile</li><li>Trapunta</li><li>Traspirante</li><li>Facile da usare</li></ul></li><li>Taglia: XS/S</li><li>Perimetro addominale: 40-57 cm</li></ul>",https://cdnbigbuy.com/images/4011905674384_M0609462_P01.jpg,https://cdnbigbuy.com/images/4011905674384_M0609462_P11.jpg,,,,34.06,1,1,2,1,Generale,5#7,38.0,cm,38.0,cm,30.0,cm,0.1,kg,43320.0,0.1,1232751,Imbracatura per Cani Trixie Premium FlexMesh XS/S
S3061230,8424002203825,S3061230,Autres,20204,Borsa Home ESPRIT Città 3 Unità,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Borsa Home ESPRIT Città 3 Unità</b>!<br><br><ul><li>Composizione: Nylon</li><li>Tipo: Borsa</li><li>Colore: <ul><li>Verde</li><li>Beige</li><li>Grigio</li></ul></li><li>Design: Città</li><li>Unità: 3 Unità</li><li>Dimensioni appross.: 48 x 20 x 34 cm</li></ul><br><br>Informazioni importanti: Disegni assortiti inviati in modo aleatorio a seconda della disponibilità in magazzino.",https://cdnbigbuy.com/images/8424002203825_S3061230_P30.jpg,https://cdnbigbuy.com/images/8424002203825_S3061230_P10.jpg,https://cdnbigbuy.com/images/8424002203825_S3061230_P20.jpg,,,33.97,1,1,50,1,Generale,5#7,48.0,cm,34.0,cm,20.0,cm,0.35,kg,32640.0,0.35,1121812,Borsa Home ESPRIT Città 3 Unità
M1202474,4007140090720,M1202474,Autres,20204,Fresa per trapano RUKO A-ZYA 10 mm Metallo duro (HM),"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Fresa per trapano RUKO A-ZYA 10 mm Metallo duro (HM)</b> al miglior prezzo.<br><br><ul><li>Tipo: Fresa per trapano</li><li>Materiale: Metallo duro (HM)</li><li>Diametro: <ul><li>10 mm</li><li>Ø 10 mm</li></ul></li><li>Dimensioni di taglio: 20 mm</li></ul>",https://cdnbigbuy.com/images/4007140090720_M1202474_P00.jpg,https://cdnbigbuy.com/images/4007140090720_M1202474_P10.jpg,,,,27.63,1,1,2,1,Generale,5#7,1.5,cm,1.5,cm,9.5,cm,0.04,kg,21.38,0.04,1203144,Fresa per trapano RUKO A-ZYA 10 mm Metallo duro (HM)
S0395282,0889214465405,S0395282,Autres,20204,Occhiali da sole Uomo Guess GU7916-5541B Ø 55 mm,"Se ti piace sfoggiare le ultime novità in tema di <b>moda e accessori</b> e gli accessori sono fondamentali per la tua immagine, non lasciarti sfuggire <b>Occhiali da sole Uomo Guess GU7916-5541B Ø 55 mm</b>! Vantati delle migliori marche di <b>occhiali da sole</b>.<br><br><ul><li>Tipo: Occhiali da sole Uomo</li><li>Protezione: Proteggono al 100% dei raggi UV (UV400)</li><li>Genere: Uomo</li><li>Materiale delle lenti: Policarbonato</li><li>Colore: Giallo</li><li>Materiale: Resina</li><li>Tipo di lente: Degradate</li><li>Colore delle lenti: Grigio</li><li>Include: Include custodia o copertura del marchio</li><li>Ponte: 16 mm</li><li>Stanghette: 145 mm</li><li>Lenti: Ø 55 mm</li></ul>",https://cdnbigbuy.com/images/0889214465405_S0395282_P00.jpg,https://cdnbigbuy.com/images/0889214465405_S0395282_P10.jpg,https://cdnbigbuy.com/images/0889214465405_R30.jpg,https://cdnbigbuy.com/images/0889214465405_R20.jpg,https://cdnbigbuy.com/images/0889214465405_R10.jpg,49.87,1,1,10,1,Generale,5#7,10.0,cm,10.0,cm,10.0,cm,0.3,kg,1000.0,0.3,1252173,Occhiali da sole Uomo Guess GU7916-5541B Ø 55 mm
S2241107,4899888822646,S2241107,Autres,20204,Tazza Thermos con Coperchio ThermoSport 600 ml (12 Unità),"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Tazza Thermos con Coperchio ThermoSport 600 ml (12 Unità)</b>!<br><br><ul><li>Tipo: Thermos</li><li>Colore: Multicolore</li><li>Materiale: Acciaio</li><li>Unità: 12 Unità</li><li>Capacità: 600 ml</li></ul><br><br>Informazioni importanti: Disegni assortiti inviati in modo aleatorio a seconda della disponibilità in magazzino.",https://cdnbigbuy.com/images/s2241107_1762789888-remove-background_icon0.jpg,https://cdnbigbuy.com/images/S2241107_1762789888-remove-background0.jpg,https://cdnbigbuy.com/images/S2241107_P30.jpg,https://cdnbigbuy.com/images/S2241107_P20.jpg,https://cdnbigbuy.com/images/S2241107_P10.jpg,96.77,1,1,50,1,Generale,5#7,9.5,cm,21.5,cm,13.5,cm,5.54,kg,2757.38,5.54,1250160,Tazza Thermos con Coperchio ThermoSport 600 ml (12 Unità)
S0395434,0889214493071,S0395434,Autres,20204,Occhiali da sole Donna Guess GU00105-5653Z ø 56 mm,"Se ti piace sfoggiare le ultime novità in tema di <b>moda e accessori</b> e gli accessori sono fondamentali per la tua immagine, non lasciarti sfuggire <b>Occhiali da sole Donna Guess GU00105-5653Z ø 56 mm</b>! Vantati delle migliori marche di <b>occhiali da sole</b>.<br><br><ul><li>Genere: <ul><li>Donna</li><li>Uomo</li><li>Unisex</li></ul></li><li>Protezione: Proteggono al 100% dei raggi UV (UV400)</li><li>Tipo: <ul><li>Occhiali da Sole</li><li>Occhiali da sole Uomo</li><li>Occhiali da sole Donna</li></ul></li><li>Colore della montatura: Habana</li><li>Design: Rettangolare</li><li>Colore: <ul><li>Avana</li><li>Habana</li><li>Marrone</li><li>Grigio</li></ul></li><li>Materiale delle lenti: Policarbonato</li><li>Materiale: Resina</li><li>Include: Include custodia o copertura del marchio</li><li>Ponte: 15 mm</li><li>Stanghette: 140 mm</li><li>Lenti: ø 56 mm</li></ul>",https://cdnbigbuy.com/images/0889214493071_S05123293_P00.jpg,https://cdnbigbuy.com/images/0889214493071_S0395434_P00.jpg,https://cdnbigbuy.com/images/0889214493071_S0395434_P10.jpg,https://cdnbigbuy.com/images/0889214493071_R00.jpg,,49.87,1,1,10,1,Generale,5#7,10.0,cm,10.0,cm,10.0,cm,0.3,kg,1000.0,0.3,1252527,Occhiali da sole Donna Guess GU00105-5653Z ø 56 mm
S05127295,0729238217591,S05127295,Autres,20204,Set da Trucco Shiseido SYNCHRO SKIN,<p><b>Set da Trucco Shiseido SYNCHRO SKIN</b> &egrave; ci&ograve; che ti serve per esaltare al massimo il tuo fascino! Prova la qualit&agrave; dei <b>prodotti</b>&nbsp;<b>Shiseido&nbsp;</b><b>100% originali</b> e lascia che i migliori professionisti valorizzino la tua bellezza.</p>'<br><br><ul><li>Colore: Nº 160</li><li>Genere: Unisex</li><li>Ingredienti: <ul><li>Polyquaternium-51</li><li>Silica</li><li>Sodium citrate</li><li>Sorbitan sesquiisostearate</li><li>Stearic acid</li><li>Titanium dioxide</li><li>Tocopherol</li><li>Trimethylsiloxysilicate</li><li>Aluminum hydroxide</li><li>Bht</li><li>Butylene glycol</li><li>Citric acid</li><li>Dimethicone</li><li>Dimethicone crosspolymer</li><li>Dimethicone/vinyl dimethicone crosspolymer</li><li>Diphenylsiloxy phenyl trimethicone</li><li>Disteardimonium hectorite</li><li>Ethylhexyl methoxycinnamate</li><li>Isododecane</li><li>Isopropyl myristate</li><li>Isostearic acid</li><li>Magnesium stearate</li><li>Peg-10 dimethicone</li><li>Peg/ppg-19/19 dimethicone</li><li>Phenoxyethanol</li><li>Glycerin</li><li>Bis-Butyldimethicone Polyglyceryl-3</li></ul></li><li>Capacità: 30 ml</li></ul>,https://cdnbigbuy.com/images/0729238217591_S05127295_P00.jpg,,,,,44.25,1,1,17,1,Generale,5#7,3.5,cm,12.0,cm,3.5,cm,0.15,kg,147.0,0.15,1250576,Set da Trucco Shiseido SYNCHRO SKIN
S8906997,8412842631656,S8906997,Autres,20204,fornello a gas Aktive,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>fornello a gas Aktive</b>!<br><br><ul><li>Tipo: fornello a gas</li><li>Età consigliata: <ul><li>+ 3 anni</li><li>+ 14 Anni</li></ul></li><li>Marchio CE: Sì</li><li>Dimensioni appross.: 265 x 78 x 80 cm</li><li>Materiale: Acciaio</li></ul>",https://cdnbigbuy.com/images/8412842631656_S2455427_P00.jpg,https://cdnbigbuy.com/images/8412842631656_S2455427_P10.jpg,,,,78.72,1,1,50,1,Generale,5#7,47.1,cm,22.7,cm,38.1,cm,10.05,kg,40735.38,10.05,1231301,fornello a gas Aktive
S2240941,4899888821847,S2240941,Autres,20204,Bicchiere Royal Leerdam OLYMPEA RETRO Trasparente Vetro 350 ml (24 Unità),"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Bicchiere Royal Leerdam OLYMPEA RETRO Trasparente Vetro 350 ml (24 Unità)</b> al miglior prezzo.<br><br><ul><li>Colore: Trasparente</li><li>Materiale: Vetro</li><li>Tipo: Bicchiere</li><li>Unità: 24 Unità</li><li>Capacità: 350 ml</li></ul>",https://cdnbigbuy.com/images/s2240941_p1_icon0.jpg,https://cdnbigbuy.com/images/S2240941_P10.jpg,https://cdnbigbuy.com/images/S2240941_P00.jpg,,,28.38,1,1,50,1,Generale,5#7,19.0,cm,10.5,cm,28.0,cm,10.2,kg,5586.0,10.2,1249765,Bicchiere Royal Leerdam OLYMPEA RETRO Trasparente Vetro 350 ml (24 Unità)
