ean;id_offer;condition;price;currency;quantity;handling_time;delivery_time_min;delivery_time_max
8445402691845;PPE-8445402691845;100;242.92;EUR;10;2;3;8
8412842543027;PPE-8412842543027;100;40.47;EUR;50;2;3;8
8436603199933;PPE-8436603199933;100;241.62;EUR;2;2;3;8
4899888813958;PPE-4899888813958;100;30.87;EUR;50;2;3;8
0887791773340;PPE-0887791773340;100;41.72;EUR;9;2;3;8
4899888814160;PPE-4899888814160;100;30.87;EUR;50;2;3;8
8412842631656;PPE-8412842631656;100;73.31;EUR;50;2;3;8
8412842631625;PPE-8412842631625;100;40.47;EUR;50;2;3;8
5715571507029;PPE-5715571507029;100;43.71;EUR;10;2;3;8
8413887517318;PPE-8413887517318;100;26.16;EUR;17;2;3;8
4899888792772;PPE-4899888792772;100;114.83;EUR;50;2;3;8
8435758312761;PPE-8435758312761;100;292.21;EUR;2;2;3;8
5400974040234;PPE-5400974040234;100;223.88;EUR;2;2;3;8
3032167509239;PPE-3032167509239;100;64.48;EUR;10;2;3;8
8412842543058;PPE-8412842543058;100;110.4;EUR;50;2;3;8
4000885582215;PPE-4000885582215;100;115.31;EUR;4;2;3;8
8008004005962;PPE-8008004005962;100;78.24;EUR;50;2;3;8
8436612940540;PPE-8436612940540;100;225.53;EUR;4;2;3;8
8720388645885;PPE-8720388645885;100;59.26;EUR;2;2;3;8
5400974003338;PPE-5400974003338;100;265.52;EUR;2;2;3;8
8002908472110;PPE-8002908472110;100;35.07;EUR;2;2;3;8
4000885707014;PPE-4000885707014;100;89.6;EUR;2;2;3;8
8445484567922;PPE-8445484567922;100;24.53;EUR;9;2;3;8
0887791196774;PPE-0887791196774;100;25.71;EUR;18;2;3;8
8436548248635;PPE-8436548248635;100;69.54;EUR;10;2;3;8
8436603199957;PPE-8436603199957;100;241.62;EUR;8;2;3;8
8412842631618;PPE-8412842631618;100;40.47;EUR;50;2;3;8
5715571035812;PPE-5715571035812;100;48.64;EUR;17;2;3;8
8008004141103;PPE-8008004141103;100;72.78;EUR;50;2;3;8
4899888811251;PPE-4899888811251;100;35.15;EUR;50;2;3;8
5400974003697;PPE-5400974003697;100;265.52;EUR;2;2;3;8
3032167509185;PPE-3032167509185;100;64.48;EUR;10;2;3;8
0887791761750;PPE-0887791761750;100;26.22;EUR;8;2;3;8
8435758312778;PPE-8435758312778;100;292.21;EUR;2;2;3;8
8711252267562;PPE-8711252267562;100;31.77;EUR;25;2;3;8
4899888817352;PPE-4899888817352;100;40.16;EUR;50;2;3;8
5060945231926;PPE-5060945231926;100;49.33;EUR;2;2;3;8
4003318405990;PPE-4003318405990;100;144.2;EUR;2;2;3;8
3032167509215;PPE-3032167509215;100;64.48;EUR;10;2;3;8
0753759305857;PPE-0753759305857;100;317.53;EUR;4;2;3;8
3700092608944;PPE-3700092608944;100;359.82;EUR;25;2;3;8
4899888792789;PPE-4899888792789;100;52.49;EUR;50;2;3;8
8445484567908;PPE-8445484567908;100;24.53;EUR;9;2;3;8
4899888817529;PPE-4899888817529;100;50.47;EUR;50;2;3;8
8445402691906;PPE-8445402691906;100;250.3;EUR;5;2;3;8
0887791196767;PPE-0887791196767;100;25.71;EUR;10;2;3;8
0773554000917;PPE-0773554000917;100;103.02;EUR;2;2;3;8
3032167509222;PPE-3032167509222;100;65.37;EUR;10;2;3;8
5715443912098;PPE-5715443912098;100;31.38;EUR;10;2;3;8
4899888817512;PPE-4899888817512;100;71.65;EUR;50;2;3;8
8436612940861;PPE-8436612940861;100;47.47;EUR;2;2;3;8
4899888740322;PPE-4899888740322;100;147.99;EUR;5;2;3;8
8412688608140;PPE-8412688608140;100;45.05;EUR;50;2;3;8
4899888812067;PPE-4899888812067;100;81.43;EUR;50;2;3;8
4899888816942;PPE-4899888816942;100;83.16;EUR;25;2;3;8
8435778900504;PPE-8435778900504;100;62.75;EUR;2;2;3;8
8413887790582;PPE-8413887790582;100;20.15;EUR;17;2;3;8
8445484567939;PPE-8445484567939;100;24.53;EUR;5;2;3;8
8436612940854;PPE-8436612940854;100;50.25;EUR;2;2;3;8
3700628248545;PPE-3700628248545;100;53.93;EUR;25;2;3;8
4899888815440;PPE-4899888815440;100;64.19;EUR;50;2;3;8
8445402691975;PPE-8445402691975;100;229.58;EUR;10;2;3;8
8435778900498;PPE-8435778900498;100;59.28;EUR;2;2;3;8
4899888814115;PPE-4899888814115;100;30.87;EUR;50;2;3;8
8413887266339;PPE-8413887266339;100;16.06;EUR;10;2;3;8
0887791196781;PPE-0887791196781;100;29.11;EUR;5;2;3;8
8445484567915;PPE-8445484567915;100;24.53;EUR;10;2;3;8
8412842543041;PPE-8412842543041;100;87.82;EUR;50;2;3;8
4899888817499;PPE-4899888817499;100;125.6;EUR;25;2;3;8
4899888814030;PPE-4899888814030;100;30.87;EUR;50;2;3;8
4016224150519;PPE-4016224150519;100;15.22;EUR;5;2;3;8
8435778900511;PPE-8435778900511;100;62.75;EUR;2;2;3;8
8436603195720;PPE-8436603195720;100;62.74;EUR;2;2;3;8
0197778893399;PPE-0197778893399;100;27.05;EUR;2;2;3;8
8033280490102;PPE-8033280490102;100;93.98;EUR;5;2;3;8
4000885709889;PPE-4000885709889;100;61.62;EUR;4;2;3;8
4899888817505;PPE-4899888817505;100;48.05;EUR;50;2;3;8
8033280490140;PPE-8033280490140;100;93.98;EUR;9;2;3;8
8445402692040;PPE-8445402692040;100;110.34;EUR;10;2;3;8
8033280490188;PPE-8033280490188;100;93.98;EUR;10;2;3;8
8412842543034;PPE-8412842543034;100;68.34;EUR;50;2;3;8
4899888817543;PPE-4899888817543;100;69.87;EUR;50;2;3;8
3700092678510;PPE-3700092678510;100;351.28;EUR;8;2;3;8
